,�..control,country,c_code,region,inc_grp,year,TFP,TFP_wb,TFPgrowth,ghg_serv,ghg_ind,ghg_agr,ghg_agrc,va_ser,va_ind,va_agr,ghg_va_agr,ghg_va_ind,ghg_va_ser,life_expectancy,patents_tot,internet_access,urbanization,popage15_64,ruleoflaw,sch,exports_gdp,imports_gdp,trade.exp.imp.,ed_tc25,fdi_imf,rl_wb2,ROL,innovation_index,education_index,efficiency_index,infrastructure_index,governance_index,pat_wb2,str_agr,str_ind,str_ser,eps,ghg_tot
3834,NLD1995,Netherlands,NLD,Europe & Central Asia,High income,1995,0.942810655,0.923,-0.001,53.9612,191.3251,23.2334,23.2334,386000,136000,12552.36059,0.001850919,0.001402286,0.000139902,77.40463415,2692,6.47315766,72.809,68.49822254,NA,139.69827,57.22097303,50.59763858,107.8186116,12.9,0.7254,1.6448,1.6448,1.149139,1.373393,1.694652,1.087732,2.050995,0.0364,0.97564242,0.962353426,0.990447212,0.976147686,268.5197
3835,NOR1995,Norway,NOR,Europe & Central Asia,High income,1995,1.061407447,1.009,0.025,4.9421,40.7916,-8.2693,0,145000,134000,4587.635065,0,0.000303344,3.41E-05,77.73658537,5408,6.423220493,73.787,64.53142264,NA,115.8196,37.18262596,31.14288918,68.32551514,9.99,0.4493,1.8597,1.8597,1.709618,1.255241,1.436919,2.701581,1.910936,0.2461,1,0.991856253,0.998222935,0.996693063,37.4644
3836,NPL1995,Nepal,NPL,South Asia,Low income,1995,NA,1.029846,-0.0257191,0.6875,5.8802,52.8226,52.8226,3586.309081,1307.611895,3254.199806,0.016232132,0.0044969,0.000191701,58.6,8,0.000924878,10.883,54.80954804,NA,40.8374,24.97315898,34.51735942,59.4905184,2.51,0.1424,-0.2209,-0.2209,-0.5752889,-1.201305,-0.5509381,-1.051832,-0.3880376,1.00E-04,0.786389649,0.879273646,0.98664034,0.884101212,59.3903
3837,NRU1995,Nauru,NRU,East Asia & Pacific,Upper middle income,1995,NA,NA,NA,0.0028,0,0.0011,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0039
3838,NZL1995,New Zealand,NZL,East Asia & Pacific,High income,1995,0.951497912,0.957,0.009,4.6822,27.2594,20.7851,20.7851,58316.30797,21960.9422,11731.25073,0.001771772,0.001241267,8.03E-05,76.73414634,4719,4.88424078,85.553,65.43719401,NA,113.44566,29.39336631,27.52088615,56.91425246,18.74,0.5359,1.7757,1.7757,1.533086,1.487972,1.577519,1.618608,1.956242,0.2596,0.976683972,0.966676235,0.994827552,0.97939592,52.7267
3839,OMN1995,Oman,OMN,Middle East & North Africa,High income,1995,NA,1,0,1.1002,49.1558,0.7375,0.7375,NA,NA,NA,NA,NA,NA,69.77,NA,NA,71.669,58.35736616,NA,65.38076,44.03534887,35.55614177,79.59149064,9.57,0.2316,0.6279,0.6279,0.2169527,0.6300768,-0.3318961,-0.099863,0.5009941,0.2082,NA,NA,NA,NA,50.9935
3840,PAK1995,Pakistan,PAK,South Asia,Lower middle income,1995,NA,0.9361954,0.0157339,7.0579,96.1827,109.6133,109.6133,48087.11511,17128.33449,25255.33906,0.004340203,0.005615415,0.000146773,61.505,699,0.000122702,31.836,52.87925635,NA,NA,16.70996966,19.42278402,36.13275368,3.59,0.1585,-0.7772,-0.7772,-0.6274148,-0.8925595,-0.6056623,-0.7165714,-0.6871582,0.002,0.942884133,0.849245351,0.989942241,0.927357242,212.8539
3841,PAN1995,Panama,PAN,Latin America & Caribbean,High income,1995,0.911982477,0.916,-0.047,8.4229,4.5391,21.8043,21.8043,9037.625788,2809.703425,759.8903662,0.028694008,0.001615509,0.000931981,74.092,78,0.056123043,58.141,61.25264083,NA,62.62491,66.84710086,80.05827918,146.90538,11.24,0.2952,-0.2068,-0.2068,-0.4332274,0.3268403,0.1232847,-0.2928687,0.2576334,0.0069,0.622394821,0.95662912,0.932234826,0.837086256,34.7663
3842,PER1995,Peru,PER,Latin America & Caribbean,Upper middle income,1995,1.00619781,0.963,0.008,6.0975,28.2757,64.4084,64.4084,38004.94205,25806.3767,5640.876744,0.011418154,0.001095687,0.00016044,68.903,NA,0.033412305,70.951,58.56514382,NA,68.46681,12.59988525,18.3273326,30.92721785,16.55,0.2227,-0.6774,-0.6774,-0.6054391,-0.1509922,-0.1430289,-0.5863143,-0.2222965,0.0053,0.849740263,0.970584559,0.98893781,0.936420877,98.7816
3843,PHL1995,Philippines,PHL,East Asia & Pacific,Lower middle income,1995,0.848461926,0.842,0.011,8.7701,67.4317,36.8911,36.8911,51981.82615,37157.84106,16329.53721,0.002259164,0.001814737,0.000168715,68.231,2376,0.028585702,46.56,57.1457436,NA,77.40696,36.35728306,44.18125125,80.53853431,8.48,0.3219,-0.1816,-0.1816,-0.5877751,-0.264928,-0.5633556,-0.5199583,-0.0462868,0.0085,0.970270029,0.951280531,0.988329654,0.969960071,113.0929
3844,PLW1995,Palau,PLW,East Asia & Pacific,High income,1995,NA,1,0,0.0124,1.00E-04,-0.1652,0,NA,NA,NA,NA,NA,NA,71.84463415,NA,NA,71.431,NA,NA,NA,NA,NA,NA,8.195,0.57045,0.9456,0.9456,0.2762218,0.710155,0.788047,0.2770949,0.646053,0.10445,NA,NA,NA,NA,-0.1527
3845,PNG1995,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,1995,NA,1,0,1.9261,0.0019,92.7963,92.7963,NA,NA,NA,NA,NA,NA,58.073,NA,NA,14.081,56.34158849,NA,11.10078,61.03898655,43.7009944,104.739981,0.47,0.1348,-0.8526,-0.8526,-0.6219162,-1.28169,-0.3448693,-1.396709,-0.4359198,-0.00055,NA,NA,NA,NA,94.7243
3846,POL1995,Poland,POL,Europe & Central Asia,High income,1995,0.771021783,0.729,0.048,10.8141,364.7738,7.3667,7.3667,133000,88995.12486,14567.70471,0.000505687,0.004098807,8.11E-05,71.89268293,3860,0.647752333,61.493,66.00709573,NA,93.97708,22.96051734,20.71787701,43.67839435,6.14,0.3288,0.5767,0.5767,-0.1971181,1.047753,-0.0127822,0.3252502,0.7581527,0.0222,0.993345299,0.889961078,0.994768757,0.959358378,382.9546
3847,PRI1995,Puerto Rico,PRI,Latin America & Caribbean,High income,1995,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.12456098,NA,0.135102783,93.729,64.22125091,NA,NA,55.83303677,44.12140117,99.95443794,6.365,0.26385,0.9325,0.9325,-0.3583744,-0.0432014,0.7249719,0.549333,1.157011,0.0168,NA,NA,NA,NA,NA
3848,PRK1995,"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,1995,NA,NA,NA,1.7832,98.8802,17.1811,17.1811,NA,NA,NA,NA,NA,NA,66.537,NA,NA,59.018,67.9549804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.8445
3849,PRT1995,Portugal,PRT,Europe & Central Asia,High income,1995,1.044903159,1.022,0.004,9.9281,54.2105,7.5022,7.5022,114000,41825.9491,5016.598142,0.001495476,0.001296097,8.74E-05,75.31219512,201,1.494334529,51.109,67.22735617,NA,102.96168,26.76973187,33.14474029,59.91447216,3.68,0.4697,1.2563,1.2563,-0.3559175,-0.0934119,0.8127995,0.6688877,1.516527,0.0042,0.980319951,0.965204237,0.99430575,0.979943313,71.6408
3850,PRY1995,Paraguay,PRY,Latin America & Caribbean,Upper middle income,1995,0.982609093,0.93,-0.011,4.1383,4.442,89.5115,89.5115,7910.22864,7827.40514,1570.761651,0.056986049,0.000567493,0.000523158,69.511,NA,NA,52.131,55.24196629,NA,41.18816,61.77502737,56.28904682,118.0640742,5,0.1439,-1.1032,-1.1032,-0.6266915,-0.5084687,-0.6025704,-0.3017489,-0.8837478,0.0057,0.250079416,0.984764758,0.962280519,0.732374897,98.0918
3851,PSE1995,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1995,NA,1,0,NA,NA,NA,NA,2874.993413,1094.446997,557.3522068,NA,NA,NA,69.757,NA,NA,70.216,49.30426461,NA,68.47139,17.12257829,74.36334836,91.48592665,3.735,0.2488,-0.0843,-0.0843,-0.4035774,-0.3661551,-1.287117,-0.1476483,-1.001873,0.0057,NA,NA,NA,NA,NA
3852,PYF1995,French Polynesia,PYF,East Asia & Pacific,High income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.426,NA,NA,56.637,62.2150584,NA,NA,2.932623428,25.22681524,28.15943867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3853,QAT1995,Qatar,QAT,Middle East & North Africa,High income,1995,1.247720957,1.061,-0.013,0.7003,20.6521,0.2113,0.2113,NA,NA,NA,NA,NA,NA,76.759,NA,0.190209535,94.998,71.27932658,NA,92.73816,44.33866814,43.32928389,87.66795203,9.35,0.3565,0.2143,0.2143,0.3312912,-0.680687,0.4002623,0.8600022,0.2740206,0.1903,NA,NA,NA,NA,21.5637
3854,ROU1995,Romania,ROU,Europe & Central Asia,Upper middle income,1995,0.780496776,0.724,0.112,4.4032,146.3136,19.463,19.463,50599.12294,38626.02322,11607.44689,0.001676768,0.003787954,8.70E-05,69.45609756,2232,0.074952756,53.769,67.16246558,NA,74.15001,25.63004231,30.66118309,56.2912254,4.96,0.1265,-0.2285,-0.2285,-0.3148436,0.2612957,0.1093538,-0.1200414,-0.0275018,0.0198,0.977934199,0.898306416,0.994335147,0.956858587,170.1798
3855,RUS1995,Russian Federation,RUS,Europe & Central Asia,Upper middle income,1995,0.801720083,0.753,-0.024,64.0397,1955.0211,368.9569,368.9569,429000,283000,44093.9216,0.008367523,0.006908885,0.00014933,64.69073171,24444,0.148151042,73.372,66.48229553,NA,91.1409,29.28901135,25.89389412,55.18290547,15.6,0.1198,-1.0304,-1.0304,0.1248507,0.7850125,0.1132279,0.3062657,-0.6554679,0.0346,0.88988572,0.814520114,0.989754319,0.898053384,2388.0177
3856,RWA1995,Rwanda,RWA,Sub-Saharan Africa,Low income,1995,0.557243645,0.562,0.272,1.0936,0.0046,10.4337,10.4337,706.3052684,168.840168,550.8417973,0.018941373,2.72E-05,0.001548339,31.037,NA,NA,9.837,55.00844257,NA,NA,5.150791913,25.82138124,30.97217315,0.19,0.1067,-1.7566,-1.7566,-0.5224664,-1.182536,-1.109488,-0.9565348,-1.496279,3.00E-04,0.75073679,0.999269773,0.886936731,0.878981098,11.5319
3857,SAU1995,Saudi Arabia,SAU,Middle East & North Africa,High income,1995,1.943041086,1.22,-0.018,27.8515,228.9179,4.8884,4.8884,93486.45302,246000,10149.91726,0.00048162,0.000929024,0.00029792,71.099,746,0.010956134,78.67,55.31633577,NA,NA,37.33786424,27.70390282,65.04176706,8.09,0.2244,0.1068,0.1068,-0.5742422,0.5366859,-0.8831335,0.207172,-0.3057831,0.0128,0.993662015,0.975058889,0.978833971,0.982518292,261.6578
3858,SDN1995,Sudan,SDN,Sub-Saharan Africa,Lower middle income,1995,1.080564976,1.201,-0.004,1.133,9.4332,148.5722,148.5722,12181.92111,3750.42302,9370.392289,0.015855494,0.002515236,9.30E-05,56.709,NA,0,32.232,52.80179535,NA,NA,4.969465621,9.803001327,14.77246695,0.57,0.0556,-1.6549,-1.6549,-0.4689856,-1.433713,-0.8216254,-1.020868,-1.421298,3.00E-04,0.791346101,0.932474533,0.993894189,0.905904941,159.1384
3859,SEN1995,Senegal,SEN,Sub-Saharan Africa,Lower middle income,1995,1.003867865,0.955,0.018,2.3475,4.1743,17.2773,17.2773,4525.180396,1854.587669,1569.271255,0.01100976,0.002250797,0.000518764,57.404,NA,0.000692848,39.606,51.07259196,NA,NA,30.8663417,37.32745523,68.19379693,0.95,0.0918,-0.0109,-0.0109,-0.4312036,-1.288979,-1.455245,-0.9388544,-0.0522946,5.00E-04,0.855114615,0.939573814,0.962603448,0.919097292,23.7991
3860,SGP1995,Singapore,SGP,East Asia & Pacific,High income,1995,1.037290096,0.983,-0.017,43.8938,41.777,0.08,0.08,68910.03442,27704.10585,142.185233,0.000562646,0.001507971,0.000636973,76.29512195,2557,2.873418722,100,73.629944,NA,NA,181.1209409,164.338323,345.4592639,7.2,0.5635,1.2284,1.2284,1.063182,0.5514548,1.694752,0.7460446,1.652218,0.1451,0.992595735,0.959516146,0.953915895,0.968675926,85.7508
3861,SLB1995,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1995,NA,1,0,0.1754,1.00E-04,1.739,1.739,NA,NA,NA,NA,NA,NA,65.552,NA,0.02487191,14.664,53.98866069,NA,NA,36.2222976,58.5312076,94.7535052,1.89,0.1198,-0.2702,-0.2702,-0.6191748,-1.106491,-0.7574495,-0.8709988,-0.3002491,0.0019,NA,NA,NA,NA,1.9145
3862,SLE1995,Sierra Leone,SLE,Sub-Saharan Africa,Low income,1995,1.132357478,1.078,-0.107,1.8571,0.0536,7.3112,7.3112,NA,143.1268981,626.7152034,0.011665905,0.000374493,NA,37.083,5,0,34.429,52.24987146,NA,NA,18.58843638,26.44081405,45.02925043,0.52,0.0452,-1.4701,-1.4701,-0.5230202,-1.087111,-1.818328,-1.374905,-1.373432,4.00E-04,0.846479929,0.989946146,NA,NA,9.2219
3863,SLV1995,El Salvador,SLV,Latin America & Caribbean,Lower middle income,1995,NA,1.163629,0.0162424,1.0982,6.0339,3.8458,3.8458,8498.127386,3373.146665,1576.242976,0.002439852,0.001788805,0.000129228,67.277,67,NA,53.988,57.37801585,NA,NA,21.55450126,37.80625308,59.36075434,5.23,0.1612,-0.7319,-0.7319,-0.6387115,-0.7354546,-0.562863,-0.6033283,-0.2624038,0.0031,0.967892225,0.951976716,0.991231678,0.970366873,10.9779
3864,SMR1995,San Marino,SMR,Europe & Central Asia,High income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.362132711,91.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3865,SOM1995,Somalia,SOM,Sub-Saharan Africa,Low income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.151,NA,0,31.425,51.86788949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3866,SRB1995,Serbia,SRB,Europe & Central Asia,Upper middle income,1995,0.66789788,0.559,0.053,3.0436,45.9018,0,0,12018.82569,8118.152666,3214.508375,0,0.005654217,0.000253236,NA,NA,NA,51.651,66.4936691,NA,NA,8.107428957,15.10869382,23.21612278,7.37,0.2091,-1.4977,-1.4977,-0.1369468,0.1674766,-0.1600022,0.582338,-1.17657,0.0538,1,0.84820365,0.982117939,0.94344053,48.9454
3867,SSD1995,South Sudan,SSD,Sub-Saharan Africa,Low income,1995,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.855,NA,NA,15.873,52.57536855,NA,NA,NA,NA,NA,0.975,0,0.7098,0.7098,-0.52171,-1.558323,-0.793265,0,0.8949656,5.00E-04,NA,NA,NA,NA,NA
3868,STP1995,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,1995,NA,1,0,0.0089,0,0.0086,0.0086,NA,NA,NA,NA,NA,NA,58.795,NA,NA,48.631,49.73495952,NA,NA,NA,NA,NA,0.975,0.1065,-0.0665,-0.0665,-0.5180904,-1.251782,-0.9626278,-0.8992153,0.0479298,0.00195,NA,NA,NA,NA,0.0175
3869,SUR1995,Suriname,SUR,Latin America & Caribbean,Upper middle income,1995,NA,1,0,0.0711,0.1184,2.9734,2.9734,1176.580732,800.8420449,286.9450958,0.010362261,0.000147844,6.04E-05,67.731,NA,0.114720735,66.076,60.37849863,NA,NA,NA,NA,NA,9.195,0.0419,-0.3123,-0.3123,-0.5649872,-0.0109552,-0.5064856,-0.084988,-0.0289199,0.00565,0.863635522,0.996030895,0.996290065,0.951985494,3.1629
3870,SVK1995,Slovak Republic,SVK,Europe & Central Asia,High income,1995,0.672385454,0.683,0.031,1.2753,45.3341,-6.4291,0,30354.44766,9620.821155,677.5311465,0,0.004712082,4.20E-05,72.25365854,1669,0.523210163,56.537,66.48745133,NA,89.00797,53.92631176,54.62551761,108.5518294,7.555,0.312,0.1814,0.1814,0.1358247,0.8517274,0.5345781,0.6425203,0.6526677,0.0673,1,0.873496746,0.99764234,0.957046362,40.1803
3871,SVN1995,Slovenia,SVN,Europe & Central Asia,High income,1995,0.799354315,0.774,0.037,0.6442,15.3548,-7.3979,0,17535.91932,7731.552361,829.3134386,0,0.001985992,3.67E-05,73.95853659,430,2.898985609,50.622,69.49572881,NA,89.98239,45.43768277,47.67908094,93.11676371,8.2,0.4628,1.061,1.061,0.1947127,1.26902,0.4027153,1.401395,1.232152,0.0448,1,0.946682921,0.998031853,0.981571591,8.6011
3872,SWE1995,Sweden,SWE,Europe & Central Asia,High income,1995,0.844539404,0.81,0.025,8.0814,62.3505,10.1149,10.1149,208000,75616.75895,6430.011501,0.001573077,0.000824559,3.88E-05,78.7404878,4865,5.098024244,83.824,63.65018865,NA,130.74976,37.15140989,31.76624271,68.9176526,14.02,0.5107,1.7296,1.7296,2.676956,1.679071,1.550188,2.195992,1.919199,0.1078,0.979298743,0.977863417,0.997877518,0.985013226,80.5468
3873,SWZ1995,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,1995,0.657023072,0.753,-0.118,0.3496,4.00E-04,1.1448,1.1448,1569.856314,1057.11082,319.3312641,0.003584992,3.78E-07,0.000222696,57.422,NA,0.00103175,22.286,51.12602917,NA,45.71698,60.01571601,73.74735881,133.7630748,1.68,0.0893,-0.7562,-0.7562,-0.4525424,-0.8032073,-0.358473,-1.049438,-0.4812353,0.01805,0.952822501,0.999989852,0.98436242,0.979058258,1.4948
3874,SXM1995,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3875,SYC1995,Seychelles,SYC,Sub-Saharan Africa,High income,1995,NA,1,0,0.0501,0,0.0121,0.0121,408.8462009,66.81534639,22.57613963,0.000535964,0,0.00012254,72.48292683,1,NA,49.633,61.72291876,NA,112.99342,10.47493905,45.83302343,56.30796248,0.975,0.1919,0.606,0.606,-0.4120972,-0.6921847,0.3051797,0.1869178,0.4329158,5.00E-04,0.992946863,1,0.991723201,0.994890021,0.0622
3876,SYR1995,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,1995,NA,1,0,7.6001,58.6069,4.9783,4.9783,NA,NA,NA,NA,NA,NA,71.961,197,0,50.104,52.91523637,NA,42.85203,31.03971277,37.93686238,68.97657515,3.64,0.1159,-0.1012,-0.1012,-0.5043404,-0.7716645,-0.5116315,-0.1779812,-0.4791455,0.0046,NA,NA,NA,NA,71.1853
3877,TCA1995,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3878,TCD1995,Chad,TCD,Sub-Saharan Africa,Low income,1995,NA,1,0,1.0342,7.00E-04,33.7106,33.7106,NA,NA,NA,NA,NA,NA,47.426,NA,NA,21.473,48.69750911,NA,8.08856,21.92901755,33.76753903,55.69655658,0.975,0.1287,-1.1166,-1.1166,-0.5235741,-1.264138,-1.123764,-1.397933,-0.9129084,5.00E-04,NA,NA,NA,NA,34.7455
3879,TGO1995,Togo,TGO,Sub-Saharan Africa,Low income,1995,1.065322042,1.195,0.017,0.5184,1.4007,9.7877,9.7877,1205.863966,211.2157969,832.3089943,0.011759695,0.006631606,0.000429899,54.757,NA,0,30.705,51.656902,NA,22.12517,32.43691281,37.40955385,69.84646666,1.28,0.0905,-0.7859,-0.7859,-0.5495964,-0.956621,-1.266781,-1.267783,-0.7635935,5.00E-04,0.845245679,0.821964105,0.969134417,0.8787814,11.7068
3880,THA1995,Thailand,THA,East Asia & Pacific,Upper middle income,1995,0.932890654,0.973,-0.001,13.4977,164.6,70.5278,70.5278,107000,80846.14778,24586.1373,0.0028686,0.002035966,0.000125644,70.191,3532,0.074825338,30.276,67.44018904,NA,47.79386,41.5323943,48.22388704,89.75628134,4.33,0.4173,0.6156,0.6156,-0.5753602,-0.5780904,0.2156297,-0.151795,0.5274706,0.0111,0.96225002,0.94534129,0.991495078,0.966362129,248.6255
3881,TJK1995,Tajikistan,TJK,Europe & Central Asia,Low income,1995,0.343891025,0.407,-0.134,0.6481,3.5937,3.1745,3.1745,774.462837,760.9117298,478.1413889,0.00663925,0.004722887,0.000836838,58.497,65,NA,28.877,51.863149,NA,79.88834,65.58309456,71.93280802,137.5159026,7.35,0,-1.5477,-1.5477,-0.6445757,0.4058253,-1.349937,-0.3426488,-1.438519,0.003,0.912629313,0.873206669,0.939227186,0.908354389,7.4163
3882,TKM1995,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1995,NA,1,0,1.4,50.8607,4.6195,4.6195,NA,NA,NA,NA,NA,NA,62.851,NA,NA,44.794,56.42323462,NA,NA,83.97292945,84.20659509,168.1795245,8.32,0,-1.3367,-1.3367,-0.3952681,0.2750598,-0.44863,-0.4646958,-1.105008,0.01555,NA,NA,NA,NA,56.8802
3883,TLS1995,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,1995,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.538,NA,NA,22.534,55.51630042,NA,NA,NA,NA,NA,1.89,0,-0.1055,-0.1055,-0.6201068,-0.7406189,-1.148282,-1.075813,-0.0302193,0.0019,NA,NA,NA,NA,NA
3884,TON1995,Tonga,TON,East Asia & Pacific,Upper middle income,1995,NA,1,0,0.088,1.00E-04,0.0618,0.0618,NA,50.2598321,65.15375743,0.000948525,1.99E-06,NA,69.351,NA,0.12323112,22.864,55.07522714,NA,NA,17.48874394,55.85140065,73.34014459,5.22,0.1764,0.4754,0.4754,-0.5655915,-0.3717113,0.2962541,-0.0137812,-0.1498306,0.0059,0.987517674,0.999946575,NA,NA,0.1499
3885,TTO1995,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1995,0.660332859,0.559,0.01,0.9566,17.3695,0.4878,0.4878,4466.365478,3816.763209,157.0770141,0.003105483,0.004550846,0.000214179,68.597,87,0.158149899,55.04,63.20578855,NA,NA,NA,NA,NA,3.36,0.2643,0.5066,0.5066,-0.5162766,-0.4859778,0.0402577,0.2259956,0.6286417,0.0166,0.959132706,0.87782538,0.984988361,0.940648816,18.8139
3886,TUN1995,Tunisia,TUN,Middle East & North Africa,Lower middle income,1995,0.914147913,0.883,-0.003,1.9556,18.5528,2.7723,2.7723,NA,7760.674245,1912.150725,0.001449833,0.002390617,NA,71.517,146,0.011191954,61.474,60.64444532,NA,56.90597,44.90435027,48.81009629,93.71444656,3.37,0.2021,-0.0929,-0.0929,-0.3082847,-0.5545134,-0.3014738,-0.2548045,0.1706708,0.0051,0.9809206,0.935820126,NA,NA,23.2807
3887,TUR1995,Turkey,TUR,Europe & Central Asia,Upper middle income,1995,0.996345699,0.936,0.031,24.6232,183.8047,21.6779,21.6779,232000,95101.36455,50853.20335,0.000426284,0.001932724,0.000106179,66.963,1690,0.081691205,62.123,61.75986283,NA,62.29675,19.8916075,24.35102725,44.24263475,6.45,0.3501,-0.0979,-0.0979,-0.4579258,-0.4885254,-0.2734929,0.0539145,-0.195812,0.0081,0.994390221,0.948112984,0.992925622,0.978476276,230.1058
3888,TUV1995,Tuvalu,TUV,East Asia & Pacific,Upper middle income,1995,NA,1,0,NA,NA,NA,NA,NA,0.9545575,6.108817037,NA,NA,NA,NA,NA,NA,43.97,NA,NA,NA,NA,NA,NA,5.21,0.2896,1.3025,1.3025,-0.5814358,0.0619177,-0.4085823,-0.2813655,0.7334694,0.0059,NA,NA,NA,NA,NA
3889,TZA1995,Tanzania,TZA,Sub-Saharan Africa,Low income,1995,0.882121384,0.779,0.012,3.6524,9.7136,137.0351,137.0351,5785.856022,2252.211658,4527.500955,0.030267271,0.004312916,0.000631264,49.287,NA,NA,20.543,52.09563787,NA,5.37663,24.07472273,41.5076974,65.58242013,0.54,0.1011,-0.2684,-0.2684,-0.4566557,-1.311677,-0.4982809,-1.27404,-0.4689459,5.00E-04,0.601691116,0.884212985,0.954335468,0.81341319,150.4011
3890,UGA1995,Uganda,UGA,Sub-Saharan Africa,Low income,1995,NA,0.9513656,0.0048087,0.2419,0.0445,30.1114,30.1114,3750.97185,933.557033,3538.023217,0.008510798,4.77E-05,6.45E-05,43.824,NA,0.002863471,12.846,48.5690402,NA,10.55827,11.79199233,20.83115353,32.62314586,1.49,0.0331,-0.7488,-0.7488,-0.5075606,-1.201213,-0.4316024,-1.267169,-0.6034061,1.00E-04,0.888000261,0.998719418,0.995988743,0.960902808,30.3978
3891,UKR1995,Ukraine,UKR,Europe & Central Asia,Lower middle income,1995,0.793815017,0.601,-0.159,9.0185,457.517,13.9949,13.9949,59580.7815,25300.35653,8907.021334,0.001571221,0.018083421,0.000151366,66.74195122,5960,0.043083985,66.951,66.60214953,NA,NA,47.07324897,50.15644644,97.22969541,19.2,0.0695,-1.0468,-1.0468,0.0983641,1.214764,-0.5374805,0.3120025,-0.5802819,0.0237,0.979323168,0.514522117,0.989604687,0.827816657,480.5304
3892,URY1995,Uruguay,URY,Latin America & Caribbean,High income,1995,0.821840882,0.787,-0.039,2.587,5.0058,1.9,1.9,5700.878788,7118.216937,2420.301847,0.000785026,0.000703238,0.00045379,73.62,256,0.310128582,90.542,62.53868692,NA,82.45627,18.99681281,19.10086203,38.09767484,6.58,0.122,0.4698,0.4698,-0.4631567,-0.363521,-0.5601041,0.1769735,0.7698217,0.0168,0.989669276,0.98112047,0.967378592,0.979389446,9.4928
3893,USA1995,United States,USA,North America,High income,1995,0.884961128,0.851,0,306.2492,5722.5811,65.5614,65.5614,NA,NA,NA,NA,NA,NA,75.62195122,228142,9.237088297,77.257,65.32222608,NA,NA,10.63922388,11.81415777,22.45338165,24.71,0.7568,1.4824,1.4824,1.952627,1.963413,2.250544,1.837803,1.688694,0.1667,NA,NA,NA,NA,6094.3917
3894,UZB1995,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1995,NA,1,0,4.2922,168.248,12.8251,12.8251,6538.843468,4516.88224,6566.689356,0.001953054,0.037248702,0.000656416,66.396,1058,0.001527093,43.731,55.33491121,NA,92.87369,NA,NA,NA,7.35,0.2234,-1.1976,-1.1976,-0.5177233,0.6208982,-0.4174944,-0.0535597,-1.347116,0.0132,0.974298352,0,0.952486968,0.642261773,185.3653
3895,VCT1995,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1995,NA,1,0,0.052,1.00E-04,-0.0573,0,261.7194163,90.77482012,45.81386625,0,1.10E-06,0.000198686,70.745,NA,0.128634622,43.38,58.95959643,NA,NA,43.13526981,55.22355295,98.35882276,9.195,0.2171,0.6862,0.6862,-0.5807446,0.2709204,0.2117815,0.0025234,0.5801824,0.016,1,0.999970469,0.986126991,0.99536582,-0.0052
